"N","CPMS","Denominacion_Procedimientos","II_NIVEL","III _NIVEL"
2472,"78487",Estudio con Talio - 201 en reposo planar y postdipiridamol con SPECT,N/C,"252.29"
2473,"78489",Ventriculografía en reposo y con Aplicación farmacologica,N/C,"222.04"
2474,"78492","Gammagrafía de miocardio, tomografía de emisión de positrones (TEP), perfusion, estudios múltiples en reposo o bajo estrés",N/C,"222.04"
2475,"78497",Terapia con radionucleidos,N/C,"222.04"
2476,"78500",Gammagrafía de Espacio Vascular Cardiaco y/o Grandes Vasos,N/C,"242.21"
2477,"78501",Gammagrafía Miocárdica con Pirofosfato,N/C,"242.21"
2478,"78506",Estudio de shunts y cálculo del QP/QS,N/C,"222.04"
2479,"78508",Ventriculografía Isotopica en reposo y esfuerzo,N/C,"242.21"
2480,"78514",Estudio con Mibi-tec99m reposo-esfuerzo y tomografía (SPECT),N/C,"222.04"
2481,"78516",Estudio con pirifosfato planar y tomográfico,N/C,"242.21"
2482,"78521",Gammagrafia cerebral,N/C,"222.04"
2483,"78522",Gammagrafia de glandulas salivales,N/C,"222.04"
2484,"78524",Gammagrafia de vias biliares,N/C,"262.37"
2485,"78525",Gammagrafia higado y bazo,N/C,"222.04"
2486,"78528","Otras gammagrafias con tc (con ciprofloxacion, octeotride)",N/C,"42.9"
2487,"78580",Gammagrafía pulmonar de perfusion (pej: particulada),N/C,"181.7"
2488,"78584","Gammagrafía de perfusion pulmonar, partículas, con ventilacion, inhalacion única",N/C,"201.87"
2489,"78587",Obtención de imágenes múltiples sobre ventilacion pulmonar con aerosol,N/C,"222.04"
2490,"78588",Obtención de imágenes de perfusion pulmonar con partículas y de ventilacion con aerosol,N/C,"242.21"
2491,"78607","Imagen de cerebro, tomográfica (SPECT)",N/C,"222.04"
2492,"78651",Cisternografía isotopica,N/C,"222.04"
2493,"78652",Evaluación de Shunts,N/C,"191.78"
2494,"78653",Tomografía nuclear de cerebro con DTPA/GHCA,N/C,"222.04"
2495,"78654",Radioangiografía cerebral,N/C,"222.04"
2496,"78655",Radioangiografía con Gammagrafía cerebral estática planar,N/C,"242.21"
2497,"78656",Radioangiografía con Gammagrafía planar y tomográfica,N/C,"242.21"
2498,"78657",Cisternografía Tomográfica,N/C,"222.04"
2499,"78659",Flujo sanguíneo cerebral con ECD y SPECT,N/C,"242.21"
2500,"78705",Radiorrenograma isotopico con DTPA-TEC99M,N/C,"222.04"
2501,"78706",Radiorrenograma isotopico con MAG3-TEC99M,N/C,"222.04"
2502,"78711",Gammagrafía renal con GHCA-TEC99M y tomografía,N/C,"222.04"
2503,"78714",Test de furosemida (Lasix); dos radiorrenogramas,N/C,"222.04"
2504,"78716",Test de captopril; dos radiorrenogramas,N/C,"232.12"
2505,"78730",Estudio de residuo vesical (Lístelo separadamente en adición al código del procedimiento primario,N/C,"191.78"
2506,"78740",Estudio de reflujo ureteral (cistograma evacuatorio radiofarmacéutico),N/C,"222.04"
2507,"78741",Estudio de reflujo vésico ureteral -métodos indirecto,N/C,"242.21"
2508,"78761",Imagenologiá testicular más flujos vascular de este,N/C,"191.78"
2509,"78762",Determinacion de filtracion de Glomerular (GFR) y Radiorrenograma,N/C,"191.78"
2510,"78803",Localización radiofarmacéutica de un tumor o distribucion de agente(s) radiofarmacéutico(s); tomográfica (SPECT),N/C,"56.65"
2511,"78803.01",Localización radiofarmacéutica o distribucion de agente(s) radiofarmacéutico(s); con SPECT y tomografía axial computarizada (CT),N/C,"56.65"
2512,"78810",Evaluación metabolica de tumor por PET,N/C,"998.12"
2513,"78816","Tomografia de emisión de positrones (TEP) con Tomografía axial computarizada para la corrección por atenuacion y localización anatómica, cuerpo completo",N/C,"998.12"
2514,"78820",Biopsia dirigida por fluoroscopia,"41.78","42.11"
2515,"78822",Biopsia por TAC,"12.94","12.94"
2516,"78892",Drenaje vía TAC,"5.06","5.06"
2517,"78893",Pictografía,"10.36","10.36"
2518,"78894",Tomografia lineal (x4),"12.94","12.94"
2519,"78895",Quimioterapia arterial selectiva,"15.61","15.61"
2520,"79000",Terapia radiofarmacéutica inicial para hipertiroidismo,N/C,"136.76"
2521,"79001","Terapia radiofarmacéutica subsecuente para hipertiroidismo, cada terapia adicional",N/C,"136.76"
2522,"79020","Terapia radiofarmacéutica, supresión de tiroides",N/C,"136.76"
2523,"80048","Perfil metabolico básico (Calcio, ionizado), este perfil deberá incluir los siguientes: Calcio total (82310), dioxido de carbono (82374), cloruro (82435), creatinina (82565), glucosa (82947), potasio (84132), sodio (84295) y nitrogeno ureico (BUN) (84520)","9.34","9.34"
2524,"80051","Perfil de electrolito, este perfil deberá incluir los siguientes: dioxido de carbono (82374), cloruro (82435), potasio (84132) y sodio (84295)","7.45","7.45"
2528,"80061","Perfil lipídico: colesterol, suero total (82465), medicion directa de lipoproteína, colesterol de alta densidad (HDL) (83718) y triglicéridos (84478)","13.46","13.46"
2529,"80062","Perfil cardíaco: CPK, CPK-MB, DHL, TGO","12.31","12.31"
2530,"80063",Perfil de coagulación básico,"15.69","15.69"
2531,"80072","Perfil reumatoideo (denominación adaptada, sin CPT estándar de referencia)","9.85","9.85"
2525,"80055","Perfil obstétrico: hemograma completo (CBC), contar con una prueba de sangre automatizada y diferencial automatizado WBC (85025 o 85027 y 85004) o recuento sanguíneo completo (CBC), automatizados (85027) y recuento leucocitario diferencial manual apropiado (85007 o 85009), antígeno de superficie para hepatitis B (HBsAg) (87340), rubéola (86762), prueba de sífilis, anticuerpos no treponémicos; cualitativo (ejm: VDRL, RPR, ART) (86592) tamizaje de anticuerpos a eritrocitos, cada técnica sérica (86850), tipificacion sanguínea, ABO (86900), y tipificacion Rh (D) (86901)","24.1","24.1"
2526,"80057","Perfil preoperatorio (Hemograma 3ra generacion, grupos sanguíneo, factor Rh, tiempo de coagulación y sangría, tiempo de protrombina, glucosa, HIV, VDRL, examen completo de orina)","22.79","22.79"
2527,"80058","Perfil de hepatitis: Antígeno de superficie de la hepatitis B (HBsAg), Anticuerpo contra el antígeno de superficie de la hepatitis B (HBsAb), Anticuerpo contra el antígeno de la núcleocápside de la hepatitis","12.84","12.84"
2532,"80076","Perfil de la funcion hepática, este perfil debe incluir lo siguiente: albúmina (82040), total de bilirrubina (82247), bilirrubina directa (82248), alcalina fosfatasa (84075), proteínas totales (84155), alanino amino transferasa (ALT) (SGPT) (84460), aspartato aminotransferasa (AST) (SGOT) (84450)","13.9","13.9"
2533,"80077","Estudio histoquímico de líquido pleural (denominación adaptada, sin CPT estándar de referencia)","14.57","14.57"
2534,"80089",Perfil inmunologico,"15.6","15.6"
2535,"80090","Exámen de anticuerpos TORCH Esta batería debe incluir las siguientes pruebas: anticuerpo contra el citomegalovirus (CMV) (86644); anticuerpo contra el herpes simple, tipo de prueba no específica (86694); anticuerpo contra la rubéola (86762); anticuerpo contra el toxoplasma (86777)","36.32","36.32"
2536,"80091",Perfil de tiroides;Esta batería debe incluir las siguientes pruebas: Tiroxina total (84436); Captación de las hormonas tiroideas (T3 o T4) o proporción de captación de hormona tiroidea (THBR) (84479),"62.77","62.77"
2537,"80095","Perfil de donante de sangre (grupo sanguíneo, hematocrito, VIH I-II, HBsAg, VHC, Sífilis, Chagas, HTLV I-II y anticore HB)","16.64","16.64"
2538,"80095.01",Detección de anticuerpos para HTLV I – II,N/C,"13.47"
2539,"80096","Perfil de Neonato (hematocrito, glucosa, grupo sanguíneo y RH, TSH)","21.8","21.8"
2540,"80099","Tamizaje neonatal: (Hipotiroidismo congénito, Hiperplasia suprarrenal, Fenilcetonuria, Fibrosis quística)","49.55","49.55"
2541,"80100","Tamizaje para drogas, cualitativo; método cromatográfico de múltiples clases de drogas, cada procedimiento","6.6","6.6"
2542,"80150",Dosaje de Amikacina,"7.04","7.04"
2543,"80154",Dosaje de Benzodiazepinas,"8.97","8.97"
2544,"80156",Dosaje de Carbamazepina total,"12.88","12.88"
2545,"80158",Dosaje de Ciclosporina,"12.81","12.81"
2546,"80162",Dosaje de Digoxina,"11.06","11.06"
2547,"80164",Dosaje de Acido valproico,"9.38","9.38"
2548,"80170",Dosaje de Gentamicina,"9.55","9.55"
2549,"80178",Dosaje de Litio,N/C,"5.99"
2550,"80180",Dosaje de Micofenolato (ácido micofenolico),N/C,"199.63"
2551,"80184",Dosaje de Fenobarbital,"13.39","13.39"
2552,"80185",Dosaje de Fenitoina total,"13.39","13.39"
2553,"80188",Dosaje de Primidona,"13.08","13.08"
2554,"80190",Dosaje de Procainamida,"9.24","9.24"
2555,"80194",Dosaje de Quinidina,"6.5","6.5"
2556,"80196",Dosaje de Salicilato,"6.22","6.22"
2557,"80197",Dosaje de Tracolimus,N/C,"112.63"
2558,"80198",Dosaje de Teofilina,"12.23","12.23"
2559,"80200",Dosaje de Tobramicina,"7.11","7.11"
2560,"80202",Dosaje de Vancomicina,"9.28","9.28"
2561,"80299",Cuantificación de droga (medicamento) no especificada en otro lugar de la lista,N/C,"3.73"
2562,"80300",Dosaje de Metotrexte,"42.86","42.86"
2563,"81000","Análisis de orina por tira de análisis o reactivo en tableta, para bilirrubina, glucosa, hemoglobina, cetonas, leucocitos, nitrito, pH, proteínas, gravedad específica, urobilinogeno, cualquier número de estos componentes; no automatizado, con microscopia","1.92","1.92"
2564,"81000.01",Ph en orina,N/C,"6.19"
2565,"81000.02","Análisis de orina por tira de análisis/reactivo, para bacteriuria asintomática","6.46","6.46"
2566,"81001","Análisis de orina por tira de análisis o reactivo en tableta, para bilirrubina, glucosa, hemoglobina, cetonas, leucocitos, nitrito, pH, proteínas, gravedad específica, urobilinogeno, cualquier número de estos componentes; automatizado, con microscopia","1.92","1.92"
2567,"81002","Análisis de orina por tira de análisis o reactivo en tableta, para bilirrubina, glucosa, hemoglobina, cetonas, leucocitos, nitrito, pH, proteínas, gravedad específica, urobilinógeno, cualquier número de estos componentes; no automatizado, sin microscopía","2.8","2.8"
2568,"81003","Análisis de orina por tira de análisis o reactivo en tableta, para bilirrubina, glucosa, hemoglobina, cetonas, leucocitos, nitrito, pH, proteínas, gravedad específica, urobilinógeno, cualquier número de estos componentes; automatizado, sin microscopía","8.08","8.08"
2569,"81005","Análisis de orina, cualitativo o semicuantitativo, excepto inmunoanálisis","1.92","1.92"
2570,"81015","Análisis de orina, solamente microscopico","1.92","1.92"
2571,"81025","Prueba de embarazo en orina, por el método de comparacion visual de color","6.46","6.46"
2572,"81050","Medida de volúmen por período de tiempo, cada periodo de tiempo","7.68","7.68"
2573,"81161","Análisis de eliminación de DMD (distrodina) (Ejemplo: distrofia muscular de Duchenne/Becker), y de duplicación, si se realiza",N/C,"1436.69"
2574,"81177","ATN1 (atrofina 1) (p. ej. atrofia dentorubropalidoluisiana) análisis de genes, evaluación para detectar alelos anormales (p. ej. expandidos)",,"322.826097453331"
2575,"81178","ATXN1 (ataxina 1) (p. ej. ataxia espinocerebelosa) análisis de genes, evaluación para detectar alelos anormales (p. ej. expandidos)",,"79.3626035277108"
2576,"81179","ATXN2 (ataxina 2) (p. ej. ataxia espinocerebelosa) análisis de genes, evaluación para detectar alelos anormales (p. ej. expandidos)",,"95.5248200175785"
2577,"81180","ATXN3 (ataxina 3) (p. ej. ataxia espinocerebelosa, enfermedad de Machado-Joseph) análisis de genes, evaluación para detectar alelos",,"80.9789715264982"
2578,"81181","ATXN7 (ataxina 7) (p. ej. ataxia espinocerebelosa) análisis de genes, evaluación para detectar alelos anormales (p. ej. expandidos)",,"330.125409453331"
2579,"81183","ATXN10 (ataxina 10) (p. ej. ataxia espinocerebelosa) análisis de genes, evaluación para detectar alelos anormales (p. ej. expandidos)",,"416.414240806792"
2580,"81184",CACNA1A (subunidad alfa 1 del canal dependiente de voltaje de calcio A) (p. ej. análisis de genes de ataxia espinocerebelosa); evaluación para detectar alelos anormales (p. ej. expandidos),,"322.212995453331"
2581,"81206.01",Cuantificacion molecular del gen de fusión AML1-ETO,N/C,"182.61"
2582,"81206.02",Detección molecular panel leucemia mieloide aguda LMA (4 genes),N/C,"122"
2583,"81206.03",Detección molecular del gen de fusión AML1-ETO,N/C,"121.09"
2584,"81206.04",Detección molecular del gen de fusión BCR-ABL p210,N/C,"104.97"
2585,"81206.05",Detección molecular del gen de fusión CBFB-MYH11,N/C,"121.31"
2586,"81206.07",Cuantificación molecular del gen de fusión BCR-ABL p210,N/C,"124.63"
2587,"81207.01",Cuantificación molecular del gen de fusion BCR-ABL p190,N/C,"185.63"
2588,"81207.03",Detección molecular del gen de fusión BCR-ABL p190,N/C,"128.72"
2589,"81207.04",Detección molecular del gen de fusión E2A-PBX1,N/C,"121.43"
2590,"81207.05",Detección molecular del gen de fusión MLL-AF4,N/C,"121.44"
2591,"81207.06",Detección molecular del gen de fusión TEL-AML1,N/C,"121.42"
2592,"81210","Análisis genético, variante V600E de BRAF (V-RAF oncogene viral de sarcoma murino, homologo B1) (p ej Cáncer de colon)",N/C,"751.73"
2593,"81215",Análisis genético por BRCA1 (cáncer de mama 1) (p. ej. Cáncer hereditario de mama y ovario); análisis variante familiar conocida,N/C,"424.68"
2594,"81217",Análisis genético por BRCA2 (cáncer de mama 2) (p ej Cáncer hereditario de mama y ovario); análisis de variante familiar conocida,N/C,"258.36"
2595,"81220",Análisis genético de CFTR (regulador de la conducción transmembrana de fibrosis quística) (p. ej. Fibrosis quística); variantes comunes (p. ej. Guía de ACMG/ACOG),N/C,"154.58"
2596,"81229",Análisis constitucional de microorganización citogenómica (todo el genoma); investigación de regiones genómicas para variantes de número de copia y de polimorfismo de nucleótido único (SNP) para anormalidades cromosómicas,N/C,"1546.95"
2597,"81234","DMPK (proteína quinasa DM1) (p. ej.., distrofia miotonica tipo 1) análisis de genes; Evaluación para detectar alelos anormales (expandidos)",,"529.204188903742"
2598,"81235","Análisis genético de EGFR (receptor de factor de crecimiento epidérmico) (p ej Cáncer pulmonar que no sea de pequeñas células), variantes comunes (p ej Retiro de exon 19 LREA, L858R, T790M, G719A, G719S, L861Q)",N/C,"654.93"
