"Id_Establecimiento","Nombre_Establecimiento","Ubigueo_Establecimiento","Codigo_Disa","Disa","Codigo_Red","Red","Codigo_MicroRed","MicroRed","Codigo_Unico","Codigo_Sector","Descripcion_Sector","Departamento","Provincia","Distrito"
9603,CLINICA AMAZONICA E.I.R.L,250101,,,,,,,8841,10,PRIVADO,UCAYALI,CORONEL PORTILLO,CALLERIA
9604,HOSPITAL III YANAHUARA,40126,,,,,,,13291,2,ESSALUD,AREQUIPA,AREQUIPA,YANAHUARA
9605,POSTA MEDICA COTAHUASI,40801,,,,,,,13301,2,ESSALUD,AREQUIPA,LA UNION,COTAHUASI
9607,CARHUALLO,60605,7,CAJAMARCA,14,SOCOTA,3,LA RAMADA,8923,7,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,LA RAMADA
9608,MECA RUIZ WILMER VALENTIN,150103,,,,,,,8842,10,PRIVADO,LIMA,LIMA,ATE
9610,POSTA MEDICA  CORIRE,40413,,,,,,,13300,2,ESSALUD,AREQUIPA,CASTILLA,URACA
9611,NUEVO ORIENTE DE LA CAPILLA,60612,7,CAJAMARCA,13,CUTERVO,5,SANTO DOMINGO DE LA CAPILLA,8924,7,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA
9612,MEDIPERU S.A.,150131,,,,,,,9183,10,PRIVADO,LIMA,LIMA,SAN ISIDRO
9613,CONSULTORIOS GINECO-ONCOLOGICOS E.I.R.L.,150131,,,,,,,8967,10,PRIVADO,LIMA,LIMA,SAN ISIDRO
9614,LUZA SALAZAR ARMANDO DANIEL,150131,,,,,,,8982,10,PRIVADO,LIMA,LIMA,SAN ISIDRO
9615,MARTINEZ VELASCO BENEDICTO ALFREDO,150131,,,,,,,9224,10,PRIVADO,LIMA,LIMA,SAN ISIDRO
9616,PANTOJA SOTO PERCY,150135,,,,,,,12079,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
9619,MECA RUIZ WILMER VALENTIN,150103,,,,,,,8845,10,PRIVADO,LIMA,LIMA,ATE
9622,HOSPITAL I TINGO MARIA,100601,,,,,,,9180,2,ESSALUD,HUANUCO,LEONCIO PRADO,RUPA-RUPA
9623,LOPEZ DAVILA EDISON JOSUE,150103,,,,,,,8849,10,PRIVADO,LIMA,LIMA,ATE
9625,"CONSULTORIO DENTAL ""VIRGEN DEL ROSARIO""",150137,,,,,,,8851,10,PRIVADO,LIMA,LIMA,SANTA ANITA
9626,CENTRO MEDICO VIRGEN DE CANCHARANI S.R.L.,210101,,,,,,,8878,10,PRIVADO,PUNO,PUNO,PUNO
9627,MEDICENTRO ARCANGEL,150137,,,,,,,8852,10,PRIVADO,LIMA,LIMA,SANTA ANITA
9628,NUEVA SANTA CRUZ,220802,30,SAN MARTIN,6,RIOJA,9,BAJO NARANJILLO,9075,7,GOBIERNO REGIONAL,SAN MARTIN,RIOJA,AWAJUN
9629,CARLOS ALBERTO CORTEZ JIMENEZ,240101,,,,,,,12272,2,ESSALUD,TUMBES,TUMBES,TUMBES
9630,INVERSIONES MEDICAS PERUANAS S.A.C.,150130,,,,,,,9331,10,PRIVADO,LIMA,LIMA,SAN BORJA
9631,GUERRERO MIRANDA CARLOS ENRIQUE,150114,,,,,,,8853,10,PRIVADO,LIMA,LIMA,LA MOLINA
9632,POLICLINICO GLORIA FARMA,150103,,,,,,,8854,10,PRIVADO,LIMA,LIMA,ATE
9635,HOSPITAL NACIONAL III-1 CARLOS ALBERTO SEGUÍN ESCOBEDO,40101,,,,,,,13290,2,ESSALUD,AREQUIPA,AREQUIPA,AREQUIPA
9638,CENTRO DE ATENCION PRIMARIA I EL PEDREGAL ESSALUD,40520,,,,,,,13304,2,ESSALUD,AREQUIPA,CAYLLOMA,MAJES
9640,POSTA MEDICA LA JOYA,40108,,,,,,,13305,2,ESSALUD,AREQUIPA,AREQUIPA,LA JOYA
9641,POSTA MEDICA SANTA RITA DE SIGUAS,40121,,,,,,,13307,2,ESSALUD,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS
9642,POSTA MEDICA VITOR,40125,,,,,,,13306,2,ESSALUD,AREQUIPA,AREQUIPA,VITOR
9643,CAP III - PAUCARPATA,40112,,,,,,,12194,2,ESSALUD,AREQUIPA,AREQUIPA,PAUCARPATA
9644,POSTA MEDICA CONO NORTE,40104,,,,,,,13293,2,ESSALUD,AREQUIPA,AREQUIPA,CERRO COLORADO
9645,CONSULTORIO PSIQUIATRICO,40101,,,,,,,8860,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9646,CONSULTORIO,40103,,,,,,,8861,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9647,CONSULTORIO,40117,,,,,,,8862,10,PRIVADO,AREQUIPA,AREQUIPA,SACHACA
9648,CONSULTORIO DE ENDOCRINOLOGÍA,40101,,,,,,,8863,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9649,CONSULTORIO DENTAL,40101,,,,,,,8864,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9650,CONSULTORIO DENTAL,40129,,,,,,,8865,10,PRIVADO,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
9651,CONSULTORIO DENTAL,40101,,,,,,,8866,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9652,CENTRO OPTICO,40101,,,,,,,8867,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9653,CENTRO OPTICO,40101,,,,,,,8868,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9654,CENTRO OPTICO SAN FRANCISCO,40101,,,,,,,8869,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9655,CENTRO OPTICO,40101,,,,,,,8870,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9656,CENTRO OPTICO,40101,,,,,,,8871,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9657,CENTRO OPTICO,40101,,,,,,,8872,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9658,CENTRO  ODONTOLÓGICO,40101,,,,,,,8873,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9659,CENTRO MEDICO,40126,,,,,,,8874,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9660,CENTRO ODONTOLÓGICO SANTA APOLINARIA,150134,,,,,,,10174,10,PRIVADO,LIMA,LIMA,SAN LUIS
9661,CENTRO MÉDICO,40126,,,,,,,8875,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9664,CENTRO DE ATENCION PRIMARIA I DESAGUADERO,210402,,,,,,,9221,2,ESSALUD,PUNO,CHUCUITO,DESAGUADERO
9665,CENTRO MEDICO SEÑOR DE LOS MILAGROS S.A.C.,210101,,,,,,,8879,10,PRIVADO,PUNO,PUNO,PUNO
9667,HOSPITAL I CLINICA UNIVERSITARIA UNA -ESSALUD,210101,,,,,,,9216,2,ESSALUD,PUNO,PUNO,PUNO
9669,YUNGUYO,211301,,,,,,,9219,2,ESSALUD,PUNO,YUNGUYO,YUNGUYO
9670,ECOMEDIC SAN ANTONIO E.I.R.L.,150135,,,,,,,9214,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
9671,HOLOMEDIC S.A.C.,150141,,,,,,,9498,10,PRIVADO,LIMA,LIMA,SURQUILLO
9673,LABORATORIO CLINICO ANATOMO PATOLOGO- AYUDA AL DIAGNOSTICO CITOLAB S.A.C.,70101,,,,,,,8893,10,PRIVADO,CALLAO,CALLAO,CALLAO
9674,POLICLINICO SAN JOSE,70103,,,,,,,8894,10,PRIVADO,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO
9675,POLICLINICO YOGO S.A.C.,70103,,,,,,,8896,10,PRIVADO,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO
9678,CENTRO DE ATENCION PRIMARIA III METROPOLITANO DE PUNO,210101,,,,,,,9217,2,ESSALUD,PUNO,PUNO,PUNO
9679,LOPEZ LA ROSA TANIA,150137,,,,,,,8905,10,PRIVADO,LIMA,LIMA,SANTA ANITA
9682,ESTRELLA,80906,11,CUSCO,3,LA CONVENCION,3,QUELLOUNO,8906,7,GOBIERNO REGIONAL,CUSCO,LA CONVENCION,QUELLOUNO
9683,MATORIATO,80906,11,CUSCO,3,LA CONVENCION,3,QUELLOUNO,8907,7,GOBIERNO REGIONAL,CUSCO,LA CONVENCION,QUELLOUNO
9684,CHIRUMBIA,80906,11,CUSCO,3,LA CONVENCION,3,QUELLOUNO,8908,7,GOBIERNO REGIONAL,CUSCO,LA CONVENCION,QUELLOUNO
9685,CHAPO BOYERO,80906,11,CUSCO,3,LA CONVENCION,3,QUELLOUNO,8909,7,GOBIERNO REGIONAL,CUSCO,LA CONVENCION,QUELLOUNO
9686,SANTA ANA,80901,11,CUSCO,3,LA CONVENCION,1,SANTA ANA,8910,7,GOBIERNO REGIONAL,CUSCO,LA CONVENCION,SANTA ANA
9687,HUARA HUARA,81205,11,CUSCO,1,CUSCO SUR,12,URCOS,8911,7,GOBIERNO REGIONAL,CUSCO,QUISPICANCHI,CCATCA
9688,ALCCA VICTORIA,80708,11,CUSCO,6,CHUMBIVILCAS,9,SANTO TOMAS,8912,7,GOBIERNO REGIONAL,CUSCO,CHUMBIVILCAS,VELILLE
9689,HUARACO,80704,11,CUSCO,6,CHUMBIVILCAS,9,SANTO TOMAS,8913,7,GOBIERNO REGIONAL,CUSCO,CHUMBIVILCAS,COLQUEMARCA
9690,HUAYLLANI,80704,11,CUSCO,6,CHUMBIVILCAS,9,SANTO TOMAS,8914,7,GOBIERNO REGIONAL,CUSCO,CHUMBIVILCAS,COLQUEMARCA
9691,PFULLPURI CONDEPAMPA,80701,11,CUSCO,6,CHUMBIVILCAS,9,SANTO TOMAS,8915,7,GOBIERNO REGIONAL,CUSCO,CHUMBIVILCAS,SANTO TOMAS
9692,POSTA MEDICA TOCACHE,221001,,,,,,,10703,2,ESSALUD,SAN MARTIN,TOCACHE,TOCACHE
9693,ZUÑIGA PIÑAS CESAR AUGUSTO,150111,,,,,,,8916,10,PRIVADO,LIMA,LIMA,EL AGUSTINO
9694,POSTA MEDICA PANAO,100801,,,,,,,9958,2,ESSALUD,HUANUCO,PACHITEA,PANAO
9697,TORRES POLAR JUAN MANUEL,150103,,,,,,,8921,10,PRIVADO,LIMA,LIMA,ATE
9698,FARAH HAYN JUAN MANUEL,150116,,,,,,,9206,10,PRIVADO,LIMA,LIMA,LINCE
9700,CONSULTORIO DERMATOLOGO,40101,,,,,,,8926,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9701,CONSULTORIO,40129,,,,,,,8927,10,PRIVADO,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
9702,CENTRO ÓPTICO,40101,,,,,,,8928,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9703,POSTA MEDICA YURA ESSALUD,40128,,,,,,,13294,2,ESSALUD,AREQUIPA,AREQUIPA,YURA
9704,POSTA MEDICA CHIVAY,40501,,,,,,,13292,2,ESSALUD,AREQUIPA,CAYLLOMA,CHIVAY
9705,HUERTA QUINTANA HELEN DEL PILAR,150111,,,,,,,8929,10,PRIVADO,LIMA,LIMA,EL AGUSTINO
9706,CONSULTORIO ODONTOLOGICO,70106,,,,,,,8930,10,PRIVADO,CALLAO,CALLAO,VENTANILLA
9707,CONSULTORIO MEDICO,150117,,,,,,,9363,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
9708,J & J  DENT,150135,,,,,,,9479,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
9709,CONSULTORIO DENTAL,150140,,,,,,,10926,10,PRIVADO,LIMA,LIMA,SANTIAGO DE SURCO
9710,SISOL,150135,,,,,,,9225,8,GOBIERNO PROVINCIAL,LIMA,LIMA,SAN MARTIN DE PORRES
9711,CLINICA MORILLAS S.A.,150140,,,,,,,10401,10,PRIVADO,LIMA,LIMA,SANTIAGO DE SURCO
9712,DORTHON CLINICA DE ORTODONCIA,150140,,,,,,,9462,10,PRIVADO,LIMA,LIMA,SANTIAGO DE SURCO
9713,ESMED GROUP SAC,150117,,,,,,,9268,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
9714,"POLICLINICO ""VIRGEN DE LAS MERCEDES""",150113,,,,,,,10329,3,SANIDAD DEL EJERCITO,LIMA,LIMA,JESUS MARIA
9719,CCOLLAURO,30703,3,APURIMAC,1,ABANCAY,8,LAMBRAMA,8940,7,GOBIERNO REGIONAL,APURIMAC,GRAU,GAMARRA
9720,ENDOSCOPY CENTER E.I.R.L,150137,,,,,,,8941,10,PRIVADO,LIMA,LIMA,SANTA ANITA
9721,ENDOSCOPY CENTER E.I.R.L,150137,,,,,,,8942,10,PRIVADO,LIMA,LIMA,SANTA ANITA
9722,SUIZA LAB SAC,150122,,,,,,,8943,10,PRIVADO,LIMA,LIMA,MIRAFLORES
9727,CONSULTORIO MÉDICO,40126,,,,,,,8944,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9728,CONSULTORIO MÉDICO,40129,,,,,,,8945,10,PRIVADO,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
9729,CONSULTORIO MÉDICO,40102,,,,,,,8946,10,PRIVADO,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE
9730,CONSULTORIO MÉDICO,40110,,,,,,,8947,10,PRIVADO,AREQUIPA,AREQUIPA,MIRAFLORES
9731,CONSULTORIO MÉDICO,40123,,,,,,,8948,10,PRIVADO,AREQUIPA,AREQUIPA,TIABAYA
9732,CENTRO MÉDICO,40103,,,,,,,8949,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9735,CONSULTORIO OFTALMOLÓGICO,40101,,,,,,,8950,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9736,CENTRO ODONTOLÓGICO,40101,,,,,,,8951,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9737,CENTRO ODONTOLÓGICO,40101,,,,,,,8952,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9738,LIGA PERUANA DE LUCHA CONTRA EL CANCER- FILIAL AREQUIPA,40101,,,,,,,8953,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9739,MEDICAL NET S.A.C,150140,,,,,,,9464,10,PRIVADO,LIMA,LIMA,SANTIAGO DE SURCO
9742,JORGE CENTENO HUAMAN & SERVICIOS MEDICOS E.I.R.L,150131,,,,,,,9091,10,PRIVADO,LIMA,LIMA,SAN ISIDRO
9746,MURGUIA VENTURA GUSTAVO MARTIN,150132,,,,,,,8955,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9751,PSICOMEDICOS  DEL PERU S.A.,150101,,,,,,,9199,10,PRIVADO,LIMA,LIMA,LIMA
9757,CLINICA IMAGEN DENTAL S.C.R.L.,140101,,,,,,,9124,10,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO
9760,JUAN MATZUMURA KASANO EIRL,150131,,,,,,,9328,10,PRIVADO,LIMA,LIMA,SAN ISIDRO
9761,SERVIMEDIC MCHP EIRL,150101,,,,,,,10125,10,PRIVADO,LIMA,LIMA,LIMA
9762,RED DE SALUD INTERNACIONAL,150133,,,,,,,9494,10,PRIVADO,LIMA,LIMA,SAN JUAN DE MIRAFLORES
9763,CENTRO ODONTOLÓGICO QUIROZ S.R.L.,40101,,,,,,,8961,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9765,CONSULTORIO ODONTOLÓGICO,40103,,,,,,,8962,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9766,CENTRO QUIROPRÁCTICO,40126,,,,,,,8963,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9767,CENTRO ODONTOLÓGICO,40126,,,,,,,8964,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9768,CENTRO ODONTOLÓGICO,40126,,,,,,,8965,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9769,CONSULTORIO MÉDICO,40101,,,,,,,8966,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9771,SERVIMEDIC MCHP EIRL,150116,,,,,,,9436,10,PRIVADO,LIMA,LIMA,LINCE
9772,SERVIMEDIC MCHP E.I.R.L.,150101,,,,,,,9563,10,PRIVADO,LIMA,LIMA,LIMA
9775,SUIZA ALERTA,150122,,,,,,,9295,10,PRIVADO,LIMA,LIMA,MIRAFLORES
9776,PRONEFROS S.A.C.,150141,,,,,,,9200,10,PRIVADO,LIMA,LIMA,SURQUILLO
9777,SAN RAFAEL,150103,,,,,,,8970,10,PRIVADO,LIMA,LIMA,ATE
9778,CONSULTORIO OFTALMOLOGICO,40101,,,,,,,8971,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9780,CASA HOGAR ESPERANZA DE NUEVA VIDA,150132,,,,,,,8972,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9781,CENTRO MEDICO PARA EL DIAGNOSTICO Y TRATAMIENTO DE ENFERMEDADES RENALES DIOS PROVEEDOR SAC,150113,,,,,,,9115,10,PRIVADO,LIMA,LIMA,JESUS MARIA
9782,CLINICA DENTAL DENTIQUE,150122,,,,,,,9112,10,PRIVADO,LIMA,LIMA,MIRAFLORES
9783,THERAPHYS,150117,,,,,,,9946,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
9784,CENTRO MEDICO DANIEL ALCIDES CARRION,40101,,,,,,,8975,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9785,SERVICIO TRASLADO DE PACIENTE,40101,,,,,,,8976,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9786,CLINICA SAN FELIPE S.A.,150113,,,,,,,9116,10,PRIVADO,LIMA,LIMA,JESUS MARIA
9787,CONSULTORIO MEDICO OBSTETRICO Y LABORATORIO CLINICO EL MILAGRO DE NACER,170101,,,,,,,8977,10,PRIVADO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA
9788,CENTRO ODONTOLOGICO C & M,170101,,,,,,,8978,10,PRIVADO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA
9789,SERVICIO TRASLADO DE PACIENTE,40101,,,,,,,8979,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9790,LUCES,150122,,,,,,,9806,10,PRIVADO,LIMA,LIMA,MIRAFLORES
9794,CONSULTORIOS AREVALO MED,150128,,,,,,,9403,10,PRIVADO,LIMA,LIMA,RIMAC
9795,ODONTOART,150130,,,,,,,9293,10,PRIVADO,LIMA,LIMA,SAN BORJA
9797,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,150131,,,,,,,9184,10,PRIVADO,LIMA,LIMA,SAN ISIDRO
9798,HOSPITAL MILITAR GERIATRICO,150108,,,,,,,10098,3,SANIDAD DEL EJERCITO,LIMA,LIMA,CHORRILLOS
9801,SERVICIOS ESPECIALIZADOS SAN CAMILO S.A.C.,150122,,,,,,,9233,10,PRIVADO,LIMA,LIMA,MIRAFLORES
9804,MEDICAL IMAGES SAC,150113,,,,,,,9555,10,PRIVADO,LIMA,LIMA,JESUS MARIA
9805,CENTRO DE REHABILITACIÓN,40101,,,,,,,8985,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9806,CENTRO DE HEMODIALISIS,40101,,,,,,,8986,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9807,CONSULTORIO DENTAL GLADYDENT,170101,,,,,,,8988,10,PRIVADO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA
9808,CENTRO ENDOCRINOLÓGICO,40101,,,,,,,8987,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9809,CENTRO ODONTOLOGICO MALDONADO,170101,,,,,,,8989,10,PRIVADO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA
9812,CONSULTORIO DENTAL,170101,,,,,,,8991,10,PRIVADO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA
9814,SERVICIO TRASLADO DE PACIENTE,40124,,,,,,,8990,10,PRIVADO,AREQUIPA,AREQUIPA,UCHUMAYO
9815,CONSULTORIO TRAUMATOLOGICO,170101,,,,,,,8992,10,PRIVADO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA
9818,CASA HOGAR ESPERANZA DE NUEVA VIDA,150132,,,,,,,8993,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9824,LAS PENCAS,61105,7,CAJAMARCA,8,SAN MIGUEL,1,SAN MIGUEL,8995,7,GOBIERNO REGIONAL,CAJAMARCA,SAN MIGUEL,EL PRADO
9826,CHUAD,61101,7,CAJAMARCA,8,SAN MIGUEL,1,SAN MIGUEL,8996,7,GOBIERNO REGIONAL,CAJAMARCA,SAN MIGUEL,SAN MIGUEL
9827,PACHECO GALLEGOS WILLY SILVESTRE,150132,,,,,,,8998,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9828,HUACRE HUARI MILENE MERCEDES,150132,,,,,,,8999,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9833,RAMIREZ DIAZ GUILLERMO GABRIEL,150132,,,,,,,9000,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9834,GABINO NUÑEZ WILDER GONSALO,150114,,,,,,,9001,10,PRIVADO,LIMA,LIMA,LA MOLINA
9836,CLINICA MI SALUD,170101,,,,,,,9002,10,PRIVADO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA
9838,CONSULTORIO DENTAL,170101,,,,,,,9003,10,PRIVADO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA
9840,CONSULTORIO MEDICO FABY,170101,,,,,,,9004,10,PRIVADO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA
9841,CONSULTORIO DENTAL,170101,,,,,,,9005,10,PRIVADO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA
9842,SERVICIO DE DIAGNOSTICO POR IMAGENES,40126,,,,,,,9006,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9843,SERVICIO DE APOYO DIAGNOSTICO Y TERAPÉUTICO QUE BRINDA TOMA DE MUESTRAS,40103,,,,,,,9007,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9851,CONSULTORIO MEDICO - LABORATORIO,170101,,,,,,,9008,10,PRIVADO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA
9854,HERLA S.A.C.,150122,,,,,,,9336,10,PRIVADO,LIMA,LIMA,MIRAFLORES
9857,CLINICA DE LA FAMILIA,150114,,,,,,,9010,10,PRIVADO,LIMA,LIMA,LA MOLINA
9860,CUTIS HEALTH S.A.C.,150131,,,,,,,9223,10,PRIVADO,LIMA,LIMA,SAN ISIDRO
9861,HERCAL S.A.C,150137,,,,,,,9028,10,PRIVADO,LIMA,LIMA,SANTA ANITA
9862,TANDAYOC,60309,7,CAJAMARCA,4,CELENDIN,1,CELENDIN,9029,7,GOBIERNO REGIONAL,CAJAMARCA,CELENDIN,SOROCHUCO
9863,CENTRO ÓPTICO,40101,,,,,,,9030,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9864,CENTRO ÓPTICO,40101,,,,,,,9031,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9865,KELLY LLANOS LLANOS,140101,,,,,,,9287,10,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO
9866,CENTRO ÓPTICO,40103,,,,,,,9032,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
9867,CENTRO ÓPTICO,40101,,,,,,,9033,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9868,CENTRO ÓPTICO,40101,,,,,,,9034,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9869,CENTRO ÓPTICO,40101,,,,,,,9035,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9870,CACERES GUTIERREZ DE MATTOS NORMA DORIS,150132,,,,,,,9036,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9872,RAMOS LANDEO ROBERTO ORLANDO,150111,,,,,,,9044,10,PRIVADO,LIMA,LIMA,EL AGUSTINO
9873,SISOL JOSE CARLOS MARIATEGUI,150132,,,,,,,9045,8,GOBIERNO PROVINCIAL,LIMA,LIMA,SAN JUAN DE LURIGANCHO
9876,CONSULTORIO DENTAL,20101,,,,,,,9205,10,PRIVADO,ANCASH,HUARAZ,HUARAZ
9877,MINASCONGA,60308,7,CAJAMARCA,4,CELENDIN,2,SUCRE,9046,7,GOBIERNO REGIONAL,CAJAMARCA,CELENDIN,OXAMARCA
9878,HOSPITAL III BASE  (PUNO) - RED ASISTENCIAL PUNO,210101,,,,,,,9215,2,ESSALUD,PUNO,PUNO,PUNO
9881,LA QUINUA,60308,7,CAJAMARCA,4,CELENDIN,2,SUCRE,9049,7,GOBIERNO REGIONAL,CAJAMARCA,CELENDIN,OXAMARCA
9883,CONSULTORIO DENTAL - DRA VANESSA BERMÚDEZ GARCÍA,150130,,,,,,,9337,10,PRIVADO,LIMA,LIMA,SAN BORJA
9884,CENTRO ÓPTICO,40101,,,,,,,9050,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9885,CONSULTORIO ODONTOLÓGICO,40101,,,,,,,9051,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9886,CASA DE REPOSO,40126,,,,,,,9052,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
9887,DERMAESTETIC,150122,,,,,,,9848,10,PRIVADO,LIMA,LIMA,MIRAFLORES
9889,OSTEOMEDIC EIRL,150113,,,,,,,9259,10,PRIVADO,LIMA,LIMA,JESUS MARIA
9891,NELLY ROXANA NAKAOKA BEJAR,150121,,,,,,,9882,10,PRIVADO,LIMA,LIMA,MAGDALENA VIEJA (PUEBLO LIBRE)
9893,CLINICA DE OJOS COMPUTARIZADA OFTALMIC LASER,150117,,,,,,,9907,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
9894,EDGAR ANGEL HIDALGO PECHO,150135,,,,,,,9415,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
9895,CARLOS AUGUSTO MARTORELL CARREÑO,150116,,,,,,,9186,10,PRIVADO,LIMA,LIMA,LINCE
9896,POLICLINICO SUDAMERICANA SAC,150101,,,,,,,9294,10,PRIVADO,LIMA,LIMA,LIMA
9898,"CENTRO DE TERAPIA FISICA Y REHABILITACION INTEGRAL ""SHARON""",150135,,,,,,,9366,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
9902,NIKKEIDENT S.A.C.,150121,,,,,,,9260,10,PRIVADO,LIMA,LIMA,MAGDALENA VIEJA (PUEBLO LIBRE)
9908,"CENTRO ODONTOLOGICO "" SAN ROMAN""",211101,,,,,,,10442,10,PRIVADO,PUNO,SAN ROMAN,JULIACA
9910,CENTRO DENTAL SAN JOSE E.I.R.L.,150130,,,,,,,9519,10,PRIVADO,LIMA,LIMA,SAN BORJA
9912,VOLVER A LA VIDA,150118,,,,,,,9058,10,PRIVADO,LIMA,LIMA,LURIGANCHO (CHOSICA)
9914,CASA NUEVA VIDA SRL,150109,,,,,,,9061,10,PRIVADO,LIMA,LIMA,CIENEGUILLA
9923,CONSULTORIO MÉDICO,40101,,,,,,,9062,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
9925,CONSULTORIO  ODONTOLÓGICO,40102,,,,,,,9063,10,PRIVADO,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE
9926,CONSULTORIO PEDIATRICO,40101,,,,,,,9064,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
