"Codigo_Item","Descripcion_Item"
64600.0,"DESTRUCCIÓN CON AGENTE NEUROLÍTICO DEL NERVIO TRIGÉMINO: RAMAS SUPRAORBITAL, INFRAORBITAL, MENTONIANA, O ALVEOLAR INFERIOR"
64605.0,DESTRUCCIÓN CON AGENTE NEUROLÍTICO DEL NERVIO TRIGÉMINO: RAMAS DE SEGUNDA Y TERCERA DIVISIÓN EN EL FORAMEN OVAL
64610.0,DESTRUCCIÓN CON AGENTE NEUROLÍTICO DEL NERVIO TRIGÉMINO: RAMAS DE SEGUNDA Y TERCERA DIVISIÓN EN EL FORAMEN OVAL BAJO GUÍA RADIOLÓGICA
64611.0,QUIMIODENERVACIÓN BILATERAL DE GLÁNDULAS SALIVALES PARÓTIDA Y SUBMAXILAR
64612.0,"DESNERVACIÓN QUÍMICA DE MÚSCULO(S) INERVADO(S) POR NERVIO FACIAL (P. EJ. BLEFAROESPASMO, ESPASMO HEMIFACIAL), UNILATERAL"
64613.0,"DESTRUCCIÓN POR AGENTE NEUROLITICO, MÚSCULOS CERVICALES ESPINALES (EJ.: POR TORTICOLIS ESPASMÓDICA)"
64615.0,"QUIMIODENERVACIÓN BILATERAL DE MÚSCULO(S); MÚSCULO(S) INERVADOS POR NERVIOS FACIAL, TRIGÉMINO, ESPINAL CERVICAL Y NERVIOS ACCESORIOS (P. EJ. PARA MIGRAÑA CRÓNICA)"
64616.0,"QUIMIODENERVACIÓN UNILATERAL DE MÚSCULO(S); MÚSCULO(S) DEL CUELLO, EXCLUYENDO LOS DE LA LARINGE (P. EJ. POR DISTONÍA CERVICAL, TORTÍCOLIS ESPASMÓDICA)"
64617.0,"QUIMIODENERVACIÓN UNILATERAL DE MÚSCULO(S); LARINGE, PERCUTÁNEA (P. EJ. PARA DISFONÍA ESPASMÓDICA), INCLUYE LA GUÍA POR ELECTROMIOGRAFÍA DE AGUJA, CUANDO SE REALICE"
64620.0,DESTRUCCIÓN CON AGENTE NEUROLÍTICO DEL NERVIO INTERCOSTAL
64622.0,DESTRUCCIÓN CON AGENTE NEUROLÍTICO DEL NERVIO QUE INERVA LA ARTICULACIÓN FACETARIA EN UN ÚNICO NIVEL LUMBAR O SACRO
64623.0,DESTRUCCIÓN MEDIANTE AGENTE NEUROLÍTICO EN NIVELES ADICIONALES
64626.0,DESTRUCCIÓN CON AGENTE NEUROLÍTICO DEL NERVIO QUE INERVA LA ARTICULACIÓN FACETARIA EN UN ÚNICO NIVEL CERVICAL O TORÁCICO
64627.0,DESTRUCCIÓN CON AGENTE NEUROLÍTICO DEL NERVIO QUE INERVA LA ARTICULACIÓN FACETARIA EN CADA NIVEL ADICIONAL CERVICAL O TORÁCICO. REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DEL PROCEDIMIENTO PRIMARIO
64630.0,DESTRUCCIÓN CON AGENTE NEUROLÍTICO DEL NERVIO PUDENDO
64632.0,DESTRUCCIÓN MEDIANTE AGENTE NEUROLÍTICO DE NERVIO DIGITAL PLANTAR COMÚN
64633.0,"DESTRUCCIÓN CON AGENTE NEUROLÍTICO, NERVIO(S) DE LAS CARILLAS ARTICULARES PARAVERTEBRAL(ES), CON ORIENTACIÓN DE IMÁGENES (FLUOROSCOPÍA O TAC); CERVICAL O TORÁCICO, CARILLA ARTICULAR ÚNICA"
64634.0,"DESTRUCCIÓN CON AGENTE NEUROLÍTICO, NERVIO(S) DE LAS CARILLAS ARTICULARES PARAVERTEBRAL(ES), CON ORIENTACIÓN DE IMÁGENES (FLUOROSCOPÍA O TAC); CERVICAL O TORÁCICO, CADA CARILLA ARTICULAR ADICIONAL (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO PARA EL PROCEDI"
64635.0,"DESTRUCCIÓN CON AGENTE NEUROLÍTICO, NERVIO(S) DE LAS CARILLAS ARTICULARES PARAVERTEBRAL(ES), CON ORIENTACIÓN DE IMÁGENES (FLUOROSCOPÍA O TAC); LUMBAR O SACRO, CARILLA ARTICULAR ÚNICA"
64636.0,"DESTRUCCIÓN CON AGENTE NEUROLÍTICO, NERVIO(S) DE LAS CARILLAS ARTICULARES PARAVERTEBRAL(ES), CON ORIENTACIÓN DE IMÁGENES (FLUOROSCOPÍA O TAC); LUMBAR O SACRO, CADA CARILLA ARTICULAR ADICIONAL (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO PARA EL PROCEDIMIENT"
64640.0,DESTRUCCIÓN CON AGENTE NEUROLÍTICO DE CUALQUIER OTRO NERVIO PERIFÉRICO O RAMA
64642.0,QUIMIODENERVACIÓN DE UNA EXTREMIDAD; 1-4 MÚSCULO(S)
64643.0,"QUIMIODENERVACIÓN DE UNA EXTREMIDAD; CADA EXTREMIDAD ADICIONAL, 1-4 MÚSCULO(S) (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRINCIPAL)"
64644.0,QUIMIODENERVACIÓN DE UNA EXTREMIDAD; 5 O MÁS MÚSCULO(S)
64645.0,"QUIMIODENERVACIÓN DE UNA EXTREMIDAD; CADA EXTREMIDAD ADICIONAL, 5 O MÁS MÚSCULO(S) (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRINCIPAL)"
64646.0,QUIMIODENERVACIÓN DE MÚSCULO(S) DEL TRONCO; 1-5 MÚSCULO(S)
64647.0,QUIMIODENERVACIÓN DE MÚSCULO(S) DEL TRONCO; 6 O MÁS MÚSCULO(S)
64650.0,DESNERVACIÓN QUÍMICA DE GLÁNDULAS ECRINAS EN AMBAS AXILAS
64653.0,"DESNERVACIÓN QUÍMICA DE GLÁNDULAS ECRINAS EN OTRAS ÁREAS (P. EJ. CUERO CABELLUDO, CARA, CUELLO) POR DIA"
64680.0,"DESTRUCCIÓN CON AGENTE NEUROLÍTICO, CON O SIN MONITOREO RADIOLÓGICO, PLEXO CELÍACO"
64681.0,"DESTRUCCIÓN CON AGENTE NEUROLÍTICO, CON O SIN MONITOREO RADIOLÓGICO, PLEXO HIPOGÁSTRICO SUPERIOR"
64701.0,MICROCIRUGIA DE NERVIOS PERIFÉRICOS
64702.0,"NEUROPLASTÍA; DIGITAL, UNA O AMBAS, EL MISMO DÍGITO"
64703.0,DESCOMPRESION MICROVASCULAR DEL TRIGEMINO
64704.0,"NEUROPLASTÍA, EN NERVIO DE LA MANO/PIE"
64708.0,"NEUROPLASTÍA EN NERVIO PERFÉRICO DE BRAZO O PIERNA, ABIERTA; DIFERENTE DE LOS NERVIOS ESPECIFICADOS"
64712.0,NEUROPLASTÍA DE NERVIO CIÁTICO
64713.0,NEUROPLASTÍA DE PLEXO BRAQUIAL
64714.0,NEUROPLASTÍA DE PLEXO LUMBAR
64716.0,NEUROPLASTÍA Y/O TRANSPOSICIÓN; NERVIO CRANEAL
64718.0,NEUROPLASTÍA Y/O TRANSPOSICIÓN; NERVIO CUBITAL EN EL CODO
64719.0,NEUROPLASTÍA Y/O TRANSPOSICIÓN; NERVIO CUBITAL EN LA MUÑECA
64721.0,NEUROPLASTÍA Y/O TRANSPOSICIÓN; NERVIO MEDIANO EN EL TUNEL CARPAL
64722.0,DESCOMPRESIÓN; NERVIOS NO ESPECIFICADOS EN EL LISTADO (ESPECIFICAR)
64725.0,DESCOMPRESIÓN; TUNEL DEL CARPO
64726.0,DESCOMPRESIÓN; NERVIO DIGITAL PLANTAR
64727.0,"NEUROLISIS INTERNA, QUE REQUIERA EL USO DE MICROSCOPIO QUIRÚRGICO (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO PARA LA NEUROPLASTÍA) (LA NEUROPLASTIA INCLUYE LA NEUROLISIS EXTERNA)"
64732.0,TRANSECCIÓN O AVULSIÓN DE NERVIO SUPRAORBITAL
64734.0,TRANSECCIÓN O AVULSIÓN DE NERVIO INFRAORBITAL
64736.0,TRANSECCIÓN O AVULSIÓN DE NERVIO MENTONIANO
64738.0,TRANSECCIÓN O AVULSIÓN DE NERVIO ALVEOLAR INFERIOR MEDIANTE OSTEOTOMÍA
64740.0,TRANSECCIÓN O AVULSIÓN DE NERVIO LINGUAL
64742.0,"TRANSECCIÓN O AVULSIÓN DE NERVIO FACIAL, DIFERENCIADO O COMPLETO"
64744.0,TRANSECCIÓN O AVULSIÓN DE NERVIO OCCIPITAL MAYOR
64746.0,TRANSECCIÓN O AVULSIÓN DE NERVIO FRÉNICO
64752.0,"TRANSECCIÓN O AVULSIÓN DE NERVIO VAGO (VAGOTOMÍA), TRANSTORÁCICO"
64755.0,"TRANSECCIÓN O AVULSIÓN DE NERVIO VAGO LIMITADO AL ESTÓMAGO PROXIMAL (VAGOTOMÍA PROXIMAL SELECTIVA, VAGOTOMIA GÁSTRICA PROXIMAL, VAGOTOMIA DE CELULAS PARIETALES, VAGOTOMIA SUPRA O ALTAMENTE SELECTIVA)"
64760.0,"TRANSECCIÓN O AVULSIÓN DE NERVIO VAGO (VAGOTOMÍA), ABDOMINAL"
64761.0,TRANSECCIÓN O AVULSIÓN DE NERVIO PUDENDO
64763.0,TRANSECCIÓN O AVULSIÓN DE NERVIO OBTURADOR EXTRAPÉLVICO CON O SIN TENOTOMIA DEL ADUCTOR
64766.0,TRANSECCIÓN O AVULSIÓN DE NERVIO OBTURADOR INTRAPÉLVICO CON O SIN TENOTOMIA DEL ADUCTOR
64771.0,TRANSECCIÓN O AVULSIÓN EXTRADURAL DE OTRO NERVIO QUE NO SEA CRANEAL
64772.0,TRANSECCIÓN O AVULSIÓN EXTRADURAL DE OTRO NERVIO QUE NO SEA RAQUÍDEO
64774.0,"ESCICIÓN DE NEUROMA; NERVIO CUTÁNEO, IDENTIFICABLE QUIRÚRGICAMENTE"
64776.0,"ESCICIÓN DE NEUROMA; NERVIO DIGITAL, UNO O AMBOS, EL MISMO DÍGITO"
64778.0,"ESCICIÓN DE NEUROMA; NERVIO DIGITAL, CADA DÍGITO ADICIONAL (REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DEL PROCEDIMIENTO PRIMARIO)"
64782.0,"ESCICIÓN DE NEUROMA; MANO O PIE, EXCEPTO EL NERVIO DIGITAL"
64783.0,"ESCICIÓN DE NEUROMA; MANO O PIE, CADA NERVIO ADICIONAL, EXCEPTO EL DEL MISMO DÍGITO. REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO PARA EL PROCEDIMIENTO PRIMARIO)"
64784.0,"ESCICIÓN DE NEUROMA; NERVIO PERIFÉRICO MAYOR, EXCEPTO CIÁTICO"
64786.0,ESCICIÓN DE NEUROMA; NERVIO CIÁTICO
64787.0,IMPLANTACIÓN DEL EXTREMO DEL NERVIO EN EL HUESO O EL MÚSCULO (REGISTRAR POR SEPARADO ADICIONALMENTE A LA ESCICIÓN DEL NEUROMA)
64788.0,ESCICIÓN DE NEUROFIBROMA O DE NEUROLEMMOMA DEL NERVIO CUTÁNEO
64790.0,ESCICIÓN DE NEUROFIBROMA O DE NEUROLEMMOMA; NERVIO PERIFÉRICO MAYOR
64792.0,ESCICIÓN DE NEUROFIBROMA O DE NEUROLEMMOMA; EXTENSO (INCLUYENDO LOS DEL TIPO CANCERÍGENO)
64795.0,BIOPSIA DEL NERVIO
64802.0,SIMPATECTOMÍA CERVICAL
64803.0,SIMPATECTOMÍA ARCO PALMAR SUPERFICIAL
64804.0,SIMPATECTOMÍA CERVICOTORÁCICA
64809.0,SIMPATECTOMÍA TORACOLUMBAR
64818.0,SIMPATECTOMÍA LUMBAR
64820.0,"SIMPATECTOMÍA DE ARTERIAS DIGITALES, CADA RAMA"
64821.0,SIMPATECTOMÍA DE ARTERIA RADIAL
64822.0,SIMPATECTOMÍA DE ARTERIA CUBITAL
64823.0,SIMPATECTOMÍA DE ARCO PALMAR SUPERFICIAL
64831.0,"SUTURA DE NERVIO DIGITAL, MANO O PIE; 1 NERVIO"
64832.0,"SUTURA DE NERVIO DIGITAL, MANO O PIE; CADA NERVIO DIGITAL ADICIONAL (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO)"
64834.0,"SUTURA DE UN NERVIO, MANO O PIE; NERVIO SENSORIAL COMÚN"
64835.0,SUTURA DE UN NERVIO; NERVIO TENAR MOTOR MEDIANO
64836.0,SUTURA DE UN NERVIO; NERVIO MOTOR CUBITAL
64837.0,"SUTURA DE CADA NERVIO ADICIONAL, MANO O PIE (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO)"
64840.0,SUTURA DE NERVIO TIBIAL POSTERIOR
64856.0,"SUTURA DE NERVIO PERIFÉRICO MAYOR, BRAZO O PIERNA, EXCEPTO CIÁTICO; CON TRANSPOSICIÓN"
64857.0,"SUTURA DE NERVIO PERIFÉRICO MAYOR, BRAZO O PIERNA, EXCEPTO CIÁTICO; SIN TRANSPOSICIÓN"
64858.0,SUTURA DEL NERVIO CIÁTICO
64859.0,SUTURA DE CADA NERVIO PERIFÉRICO MAYOR ADICIONAL (REGISTRAR POR SEPARADO ADEMÁS DEL CÓDIGO PARA EL PROCEDIMIENTO PRIMARIO)
64861.0,SUTURA DE PLEXO BRAQUIAL
64862.0,SUTURA DE PLEXO LUMBAR
64864.0,SUTURA DEL NERVIO FACIAL; EXTRACRANEAL
64865.0,SUTURA DEL NERVIO FACIAL; INFRATEMPORAL CON O SIN INJERTO
64866.0,ANASTOMOSIS FACIAL-ESPINAL ACCESORIO
64868.0,ANASTOMOSIS FACIAL-HIPOGLOSO
64870.0,ANASTOMOSIS FACIAL-FRÉNICO
64872.0,SUTURA DE NERVIO SECUNDARIA O DIFERIDA (REGISTRAR POR SEPARADO ADICIONALMENTE A LA NEURORRAFIA PRIMARIA)
64874.0,SUTURA DE NERVIO QUE REQUIERE EXTENSA MOVILIZACIÓN O TRANSPOSICIÓN (REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO PARA SUTURA DE NERVIO)
64876.0,SUTURA DE NERVIO QUE REQUIERE ACORTAMIENTO DE HUESO O EXTREMIDAD (REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO PARA SUTURA DE NERVIO)
64885.0,INJERTO (INCLUYE LA OBTENCIÓN DEL INJERTO) DE NERVIO EN CABEZA O CUELLO HASTA 4.0 CM DE LARGO
64886.0,INJERTO (INCLUYE LA OBTENCIÓN DEL INJERTO) DE NERVIO EN CABEZA O CUELLO MÁS DE 4.0 CM DE LARGO
64890.0,INJERTO (INCLUYE LA OBTENCIÓN DEL INJERTO) DE NERVIO EN MANO O PIE HASTA 4.0 CM DE LARGO
64891.0,INJERTO (INCLUYE LA OBTENCIÓN DEL INJERTO) DE NERVIO EN MANO O PIE MÁS DE 4.0 CM DE LARGO
64892.0,INJERTO (INCLUYE LA OBTENCIÓN DEL INJERTO) DE NERVIO EN MIEMBRO SUPERIOR O INFERIOR HASTA 4.0 CM DE LARGO
64893.0,INJERTO (INCLUYE LA OBTENCIÓN DEL INJERTO) DE NERVIO EN MIEMBRO SUPERIOR O INFERIOR MÁS DE 4.0 CM DE LARGO
64895.0,"INJERTO DE NERVIO (INCLUYE LA OBTENCIÓN DEL INJERTO), VARIAS HEBRAS (CABLE), MANO O PIE HASTA 4.0 CM DE LARGO"
64896.0,"INJERTO DE NERVIO (INCLUYE LA OBTENCIÓN DEL INJERTO), VARIAS HEBRAS (CABLE), MANO O PIE MÁS DE 4.0 CM DE LARGO"
64897.0,"INJERTO DE NERVIO (INCLUYE LA OBTENCIÓN DEL INJERTO), VARIAS HEBRAS (CABLE), MIEMBRO SUPERIOR O INFERIOR HASTA 4.0 CM DE LARGO"
64898.0,"INJERTO DE NERVIO (INCLUYE LA OBTENCIÓN DEL INJERTO), VARIAS HEBRAS (CABLE), MIEMBRO SUPERIOR O INFERIOR MÁS DE 4.0 CM DE LARGO"
64901.0,"INJERTO DE NERVIO, CADA NERVIO ADICIONAL; HEBRA ÚNICA (REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DEL PROCEDIMIENTO PRIMARIO)"
64902.0,"INJERTO DE NERVIO, CADA NERVIO ADICIONAL; HEBRAS MÚLTIPLES (CABLE) (REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DEL PROCEDIMIENTO PRIMARIO)"
64905.0,TRANSFERENCIA DE PEDÍCULO NEURAL; PRIMERA ETAPA
64907.0,TRANSFERENCIA DE PEDÍCULO NEURAL; SEGUNDA ETAPA
64910.0,"REPARACIÓN DE NERVIO CON INJERTO SINTETICO O VENOSO ALOGRAFICO (P. EJ. TUBO DE NERVIO), CADA NERVIO"
64911.0,"REPARACIÓN DE NERVIO CON INJERTO VENOSO AUTÓLOGO (INCLUYE OBTENCIÓN DEL INJERTO), CADA NERVIO"
64916.0,"LAMINECTOMIA PARA EXCISION U OCLUSION DE MALFORMACION ARTERIOVENOSA DE LA MEDULA ESPINAL, TORÁCICA. LUMBAR"
64918.0,BIOPSIA DE NERVIO PERIFÉRICO
64924.0,DESTRUCCION POR RADIOFRECUENCIA. NERVIO TRIGEMINO: RAMAS DE SEGUNDA Y TERCERA DIVISIÓN
64999.0,"PROCEDIMIENTO QUE NO APARECE EN LA LISTA, SISTEMA NERVIOSO. EJEMPLO: TRANSFERENCIA DE NERVIO"
65091.0,EVISCERACIÓN DE CONTENIDOS OCULARES; SIN IMPLANTE
65093.0,EVISCERACIÓN DE CONTENIDOS OCULARES;CON IMPLANTE
65101.0,ENUCLEACIÓN DEL OJO; SIN IMPLANTE
65103.0,"ENUCLEACIÓN DEL OJO;CON IMPLANTE, MÚSCULOS NO UNIDOS AL IMPLANTE"
65105.0,"ENUCLEACIÓN DEL OJO;CON IMPLANTE, MÚSCULOS UNIDOS AL IMPLANTE"
65110.0,"EXENTERACIÓN DE LA ÓRBITA (NO INCLUYE INJERTO CUTÁNEO), EXTIRPACIÓN DE CONTENIDOS OCULARES SOLAMENTE"
65112.0,"EXENTERACIÓN DE LA ÓRBITA (NO INCLUYE INJERTO CUTÁNEO), EXTIRPACIÓN DE CONTENIDOS OCULARES CON EXTIRPACIÓN TERAPÉUTICA DEL HUESO"
65114.0,"EXENTERACIÓN DE LA ÓRBITA (NO INCLUYE INJERTO CUTÁNEO), EXTIRPACIÓN DE CONTENIDOS OCULARES CON COLGAJO MUSCULAR O MIOCUTÁNEO"
65125.0,MODIFICACIÓN DE UN IMPLANTE OCULAR CON COLOCACIÓN O REEMPLAZO DE CLAVIJAS (P. EJ. CONSTRUCCIÓN DE UN RECEPTÁCULO PARA APÉNDICE PROTÉSICO) (PROCEDIMIENTO SEPARADO)
65130.0,"INSERCIÓN DE IMPLANTE OCULAR SECUNDARIO, DESPUÉS DE LA EVISCERACIÓN, ENVUELTO POR LA ESCLERÓTICA"
65135.0,"INSERCIÓN DE IMPLANTE OCULAR SECUNDARIO;DESPUÉS DE LA ENUCLEACIÓN, MÚSCULOS NO UNIDOS AL IMPLANTE"
65140.0,"INSERCIÓN DE IMPLANTE OCULAR SECUNDARIO; DESPUÉS DE LA ENUCLEACIÓN, MÚSCULOS UNIDOS AL IMPLANTE"
65150.0,"REINSERCIÓN DE IMPLANTE OCULAR, CON O SIN INJERTO CONJUNTIVAL"
65155.0,"REINSERCIÓN DE IMPLANTE OCULAR, CON O SIN INJERTO CONJUNTIVAL; CON USO DE MATERIAL EXTRAÑO PARA REFUERZO Y/O UNIÓN DE MÚSCULOS AL IMPLANTE"
65175.0,REMOCIÓN DE IMPLANTE OCULAR
65205.0,REMOCIÓN DE CUERPO EXTRAÑO EXTERNO: CONJUNTIVAL SUPERFICIAL
65210.0,REMOCIÓN DE CUERPO EXTRAÑO CONJUNTIVAL INTERNALIZADO (INCLUYE CONCRECIONES) EN SUBCONJUNTIVA O ESCLERA NO PERFORADA
65220.0,EXTRACCIÓN DE UN CUERPO EXTRAÑO IMPACTADO EN LA CÓRNEA SIN USAR UNA LÁMPARA DE HENDIDURA
65222.0,EXTRACCIÓN DE UN CUERPO EXTRAÑO IMPACTADO EN LA CÓRNEA USANDO UNA LÁMPARA DE HENDIDURA
65235.0,EXTIRPACIÓN DE CUERPO EXTRAÑO INTRAOCULAR DE LA CÁMARA ANTERIOR O CRISTALINO
65260.0,"REMOCIÓN DE CUERPO EXTRAÑO DEL SEGMENTO POSTERIOR, MEDIANTE EXTRACCIÓN MAGNÉTICA A TRAVÉS DE RUTA ANTERIOR O POSTERIOR"
65265.0,"REMOCIÓN DE CUERPO EXTRAÑO DEL SEGMENTO POSTERIOR, MEDIANTE EXTRACCIÓN NO MAGNÉTICA"
65270.0,"CORRECCIÓN DE LACERACIÓN DE CONJUNTIVA CON CIERRE DIRECTO, CON O SIN LACERACIÓN NO PERFORANTE DE ESCLERÓTICA"
65272.0,"CORRECCIÓN DE LACERACIÓN DE CONJUNTIVA, MEDIANTE MOVILIZACIÓN Y REARREGLO, SIN HOSPITALIZACIÓN"
65273.0,"CORRECCIÓN DE LACERACIÓN DE CONJUNTIVA, MEDIANTE MOVILIZACIÓN Y REARREGLO, CON HOSPITALIZACIÓN"
65275.0,REPARACIÓN DE LACERACIÓN DE CÓRNEA CON O SIN EXTRACCIÓN DE CUERPO EXTRAÑO
65280.0,"REPARACIÓN DE LACERACIÓN; CÓRNEA Y/O ESCLERÓTICA, PERFORANTE, SIN INVOLUCRAR TEJIDO UVEAL"
65285.0,"REPARACIÓN DE LACERACIÓN; CÓRNEA Y/O ESCLERÓTICA, PERFORANTE, CON REPOSICIÓN O RESECCIÓN DE TEJIDO UVEAL"
65286.0,REPARACIÓN DE LACERACIONES CORNEALES Y/O DE ESCLERÓTICA USANDO PEGAMENTO TISULAR
65290.0,"CORRECCIÓN DE HERIDA EN MÚSCULO EXTRA OCULAR, TENDÓN Y/O CÁPSULA DE TENON"
65400.0,"ESCICIÓN DE LESIÓN DE CÓRNEA (QUERATECTOMÍA, LAMELAR, PARCIAL), EXCEPTO PTERIGION"
65400.01,QUERATECTOMÍA FOTOREFRACTIVA IN SITU ASISTIDO POR LASER EXCIMER (PRK)
65400.02,QUERATECTOMÍA FOTOREFRACTIVA ASISTIDO POR LASER FEMTOSEGUNDO
65410.0,BIOPSIA DE CÓRNEA
65420.0,ESCISION O TRANSPOSICION DE PTERIGION; SIN INJERTO
65426.0,ESCISION O TRANSPOSICION DE PTERIGION; CON INJERTO
65430.0,RASPADO DIAGNÓSTICO DE CÓRNEA PARA FROTIS Y/O CULTIVO
65435.0,"EXTIRPACIÓN DE EPITELIO DE CÓRNEA; CON O SIN QUIMIOCAUTERIZACIÓN (ABRASIÓN, CURETAJE)"
65436.0,EXTIRPACIÓN DE EPITELIO DE CÓRNEA; CON APLICACIÓN DE AGENTE QUELANTE (P. EJ. EDTA)
65437.0,SUTURA DE HERIDA CORNEAL
65450.0,"DESTRUCCION DE LESION DE CORNEA MEDIANTE CRIOTERAPIA, FOTOCOAGULACION O TERMOCAUTERIZACION"
65600.0,"MÚLTIPLES PUNCIONES DE CORNEA ANTERIOR (P. EJ. POR EROSIÓN DE CÓRNEA, TATUAJE)"
65710.0,QUERATOPLASTIA (TRASPLANTE DE CORNEA); LAMELAR
65712.0,QUERATOPLASTÍA (TRASPLANTE DE CÓRNEA) LAMELAR ANTERIOR ASISTIDA CON LASER FEMTOSEGUNDO
65714.0,QUERATOPLASTÍA (TRASPLANTE DE CÓRNEA) LAMELAR PROFUNDA ASISTIDA CON LASER FEMTOSEGUNDO
65730.0,QUERATOPLASTIA (TRASPLANTE DE CORNEA); PENETRANTE (EXCEPTO EN AFAQUIA)
65732.0,"QUERATOPLASTÍA (TRASPLANTE DE CÓRNEA); PENETRANTE (EXCEPTO EN AFAQUIA, O PSEUDOAFAQUIA) ASISTIDA CON LASER FEMTOSEGUNDO"
65750.0,QUERATOPLASTIA (TRASPLANTE DE CORNEA); PENETRANTE (EN AFAQUIA)
65752.0,QUERATOPLASTÍA (TRASPLANTE DE CÓRNEA); PENETRANTE (EN AFAQUIA) ASISTIDA CON LASER FEMTOSEGUNDO
65755.0,QUERATOPLASTIA (TRASPLANTE DE CORNEA); PENETRANTE (EN PSEUDOAFAQUIA)
65756.0,QUERATOPLASTÍA (TRANSPLANTE CORNEAL); ENDOTELIAL
65757.0,RUTINA PREPARATORIA PARA ALOINJERTO ENTOTELIAL CORNEAL ANTES DEL TRANSPLANTE (REGISTRAR ADEMÁS DEL CÓDIGO PARA EL PROCEDIMIENTO PRINCIPAL)
65760.0,QUERATOMILEUSIS
65761.0,QUERATOMILEUSIS IN SITU (LASIK)
65765.0,QUERATOFAQUIA
65767.0,EPIQUERATOPLASTÍA
65770.0,QUERATOPRÓTESIS
65771.0,QUERATOTOMÍA RADIAL
65772.0,INCISIÓN RELAJANTE DE LA CÓRNEA PARA CORRECIÓN DE ASTIGMATISMO PROVOCADO POR CIRUGÍA
65775.0,RESECCIÓN CORNEAL EN CUÑA PARA CORRECCIÓN DE ASTIGMATISMO PROVOCADO POR CIRUGÍA
65778.0,"COLOCACIÓN DE MEMBRANA AMNIÓTOCA EN LA SUPERFICIE OCULAR, SIN SUTURAS"
65779.0,"COLOCACIÓN DE MEMBRANA AMNIÓTOCA EN LA SUPERFICIE OCULAR, CAPA ÚNICA, CON SUTURAS"
65780.0,"RECONSTRUCCIÓN DE LA SUPERFICIE OCULAR; TRANSPLANTE DE MEMBRANA AMNIÓTICA, MÚLTIPLES CAPAS"
65781.0,RECONSTRUCCIÓN DE LA SUPERFICIE OCULAR; TRANSPLANTE ALOGRÁFICO DE CÉLULAS MADRE DE LIMBO (P. EJ. DONANTE CADÁVER O VIVO)
65782.0,RECONSTRUCCIÓN DE LA SUPERFICIE OCULAR; TRANSPLANTE AUTÓLOGO DE CONJUNTIVA LIMBICA (INCLUYE OBTENCIÓN DEL INJERTO)
65800.0,PARACENTESIS DE CÁMARA ANTERIOR DEL OJO (PROCEDIMIENTO SEPARADO); CON REMOCIÓN DE HUMOR ACUOSO
65805.0,PARACENTESIS DE CÁMARA ANTERIOR DEL OJO (PROCEDIMIENTO SEPARADO); CON LIBERACIÓN TERAPÉUTICA DE HUMOR ACUOSO
65810.0,"PARACENTESIS DE CÁMARA ANTERIOR DEL OJO (PROCEDIMIENTO SEPARADO); CON REMOCIÓN DE VÍTREO Y/O DISCISIÓN (INCISIÓN) DE MEMBRANA HIALOIDES, CON O SIN INYECCIÓN DE AIRE"
65815.0,"PARACENTESIS DE CÁMARA ANTERIOR DEL OJO (PROCEDIMIENTO SEPARADO); CON REMOCIÓN DE SANGRE, CON O SIN IRRIGACIÓN Y/O INYECCIÓN DE AIRE"
65820.0,GONIOTOMÍA
65820.01,GONIOTOMÍA EN NIÑOS
65850.0,TRABECULOTOMÍA AB EXTERNO
65850.01,TRABECULOTOMÍA AB EXTERNO EN NIÑOS
65855.0,TRABECULOPLASTIA POR LASER
65860.0,"SECCIÓN DE ADHERENCIAS DEL SEGMENTO ANTERIOR, TÉCNICA DE LÁSER (PROCEDIMIENTO SEPARADO)"
65865.0,"SECCIÓN DE ADHERENCIAS DEL SEGMENTO ANTERIOR DEL OJO, TÉCNICA INCISIONAL (CON O SIN INYECCIÓN DE AIRE O LÍQUIDO) (PROCEDIMIENTO SEPARADO); GONIOSINEQUIAS"
65870.0,"SECCIÓN DE ADHERENCIAS DE SEGMENTO ANTERIOR DE OJO, TÉCNICA INCISIONAL (CON O SIN INYECCIÓN DE AIRE O LÍQUIDO) (PROCEDIMIENTO SEPARADO); SINEQUIAS ANTERIORES, EXCEPTO GONIOSINEQUIAS"
