"Codigo","Nombre"
"75635","Angiografía por tomografía de la aorta abdominal y sistema iliofemoral bilateral de miembros inferiores, con material(es) de contraste, incluyendo imágenes no contrastadas, si se realizara, y post procesamiento de imágenes"
"75650","Angiografía cervicocerebral mediante catéter, incluyendo origen del vaso"
"75651",Angiografía cérvico cerebral
"75658","Angiografía braquial retrograda, Supervisión e interpretación radiológica"
"75660","Angiografía de carotida externa, unilateral y selectiva"
"75662","Angiografía de carotidas externas, bilateral y selectiva"
"75665","Angiografía de carotida cerebral, unilateral"
"75671","Angiografía de carotida cerebral, bilateral"
"75676","Angiografía de carotida cervical, unilateral"
"75680","Angiografía de carotida cervical, bilateral"
"75685",Angiografía vertebral cervical y/o intracraneal
"75705","Angiografía espinal selectiva, Supervisión e interpretación radiológica"
"75710","Angiografía de extremidad, unilateral, Supervisión e interpretación radiológica"
"75716","Angiografía bilateral de extremidades, Supervisión e interpretación radiológica"
"75722",Angiotem de renal unilaterales con contraste
"75724",Angiotem de renal bilaterales con contraste
"75726","Angiografía visceral selectiva o supraselectiva (con o sin aortograma de vaciado), Supervisión e interpretación radiológica"
"75731","Angiografía adrenal unilateral, selectiva, Supervisión e interpretación radiológica"
"75733","Angiografía adrenal bilateral, selectiva, Supervisión e interpretación radiológica"
"75736","Angiografía pélvica, selectiva o supraselectiva, Supervisión e interpretación radiológica"
"75741","Angiografía pulmonar unilateral, selectiva, Supervisión e interpretación radiológica"
"75743","Angiografía pulmonar bilateral, selectiva, Supervisión e interpretación radiológica"
"75746","Angiografía pulmonar mediante catéter no selectivo o Inyección venosa, Supervisión e interpretación radiológica"
"75755",Cinecoronariografia
"75756","Angiografía mamaria interna, Supervisión e interpretación radiológica"
"75774","Angiografía selectiva, cada vaso adicional estudiado posterior al examen básico, Supervisión e interpretación radiológica (registrar separadamente además del código del procedimiento primario)"
"75790",Angiografía de derivación arteriovenosa
"75791","Angiografía de cortocircuito arteriovenoso (p ej fístula/injerto de usuario de salud de diálisis), Evaluación completa de acceso de diálisis, incluyendo fluoroscopía, documentacion de la imagen y reporte (incluye inyecciones de cotraste y todas las imágenes necesarias de la anastomosis arterial y de la arteria adyacente, a través de la salida venosa completa, incluyendo la vena cava inferior o superior), Supervisión e interpretación radiológica"
"75801","Linfografía unilateral de extremidad, Supervisión e interpretación radiológica"
"75803","Linfografía bilateral de extremidad, Supervisión e interpretación radiológica"
"75805","Linfografía unilateral pélvica/ abdominal, Supervisión e interpretación radiológica"
"75807","Linfografía bilateral pélvica/ abdominal, Supervisión e interpretación radiológica"
"75960",Introducción transcatéter de catéteres dilatadores intravasculares
"75961",Rescate transcatéter de cuerpo extraño intravascular por vía percutánea
"75962","Angioplastía transluminal de balón de arteria periférica diferente de renal, u otra arteria visceral, iliaca o extremidad inferior, Supervisión e interpretación radiológica"
"75809","Estudio de derivación para investigar una derivación no vascular implantada, previamente colocada (p ej derivación de Leveen, derivación ventriculoperitoneal, bo,ba de infusión implantada), Supervisión e interpretación radiológica"
"75810","Esplenoportografía, Supervisión e interpretación radiológica"
"75820","Flebografía unilateral de extremidad, Supervisión e interpretación radiológica"
"75822","Flebografía bilateral de extremidad, Supervisión e interpretación radiológica"
"75825","Veongrafía, cava, superior, con estudio seriado, Supervisión e interpretación radiológica"
"75827","Veongrafía, cava, inferior, con estudio seriado, Supervisión e interpretación radiológica"
"75831","Venografía, renal, unilateral, selectiva, Supervisión e interpretación radiológica"
"75833","Venografía renal bilateral selectiva, Supervisión e interpretación radiológica"
"75840","Venografía adrenal unilateral, selectiva, Supervisión e interpretación radiológicas"
"75842","Venografía adrenal bilateral, selectiva, Supervisión e interpretación radiológicas"
"75860","Venografía, seno venoso (p ej Petroso o sagital inferior) o yugular, catéter, Supervisión e interpretación radiológica"
"75870","Venografía, seno sagital superior, Supervisión e interpretación radiológica"
"75872","Venografía epidural, Supervisión e interpretación radiológicas"
"75880","Venografía órbital, Supervisión e interpretación radiológica"
"75885","Esplenoportografía transhepática percutánea con Evaluación hemodinámica, Supervisión e interpretación radiológica"
"75887","Esplenoportografía transhepática percutánea sin Evaluación hemodinámica, Supervisión e interpretación radiológica"
"75889","Venografía hepática, cuneiforme o libre con Evaluación hemodinámica, Supervisión e interpretación radiológica"
"75891","Venografía hepática, cuneiforme o libre sin Evaluación hemodinámica, Supervisión e interpretación radiológica"
"75893","Obtención de muestra venosa por catéter, con o sin angiografía, (p ej Hormona paratiroidea, renina), Supervisión e interpretación radiológica"
"75894","Embolización terapéutica transcatéter, por cualquier método, Supervisión e interpretación radiológica, pej: Abdominal, bronquial, de extremidades, etc"
"75894.01","Embolización terapéutica transcatéter Abdominal, por cualquier método, Supervisión e interpretación radiológica - terapéutica"
"75894.02","Embolización terapéutica transcatéter Bronquial - Torácica, por cualquier método, Supervisión e interpretación radiológica - terapéutica"
"75894.03","Embolización terapéutica transcatéter Extremidades Unilateral, por cualquier método, Supervisión e interpretación radiológica - terapéutica"
"75894.04","Embolización terapéutica transcatéter Extremidades Bilateral, por cualquier método, Supervisión e interpretación radiológica - terapéutica"
"75896","Terapia transcatéter por infusión, que no sea por trombolisis, Supervisión e interpretación radiológica"
"75898","Angiografía a través de catéter ya colocado, para seguimiento de seguimiento de terapia transcatéter, embolización o infusión, excepto trombolisis"
"75900",Intercambio de catéter arterial previamente colocado durante terapia trombolítica con control de contraste
"75902","Remoción mecánica de material obstructivo intraluminal (intracatéter) de dispositivo venoso central a través de lumen del dispositivo, Supervisión e interpretación radiológica"
"75940",Colocación percutánea de filtro intravenoso (IVC)
"75945","Ultrasonido intravascular (vaso no coronario), Supervisión e interpretación radiológicas; vaso inicial"
"75952","Reparación endovascular de aneurisma o disección de aorta abdominal infrarrenal, Supervisión e interpretación radiológica"
"75901","Remoción mecánica de material obstructivo periférico a catéter de dispositivo venoso central (p ej Vaina de fibrina) a través de acceso venoso separado, Supervisión e interpretación radiológica"
"75946","Ultrasonido intravascular (vaso no coronario), Supervisión e interpretación radiológicas; cada vaso adicional no coronario (anotar separadamente además del código para el procedimiento primario)"
"75953","Colocación de extension proximal o distal de prótesis para Reparación endovascular de aneurisma, pseudoaneurisma o diseccion, de arteria aortica infrarrenal o iliaca, Supervisión e interpretación radiológica"
"75954","Reparación endovascular de aneurisma, pseudoaneurisma, malformación arteriovenosa o trauma de arteria ilíaca, empleando tubo de endoprótesis ilio-iliaco, Supervisión e interpretación radiológica"
"75956","Reparación endovascular de aorta torácica descendente (pej: aneurisma, pseudoaneurisma, diseccion, úlcera penetrante, hematoma intramural, disrupcion traumática); incluyendo cobertura del origen de la arteria subclavia izquierda, endoprótesis inicial más extension(es) de aorta torácica descendente, si se requiere, hasta nivel de origen de arteria celiaca, Supervisión e interpretación radiológica"
"75957","Reparación endovascular de aorta torácica descendente (pej: aneurisma, pseudoaneurisma, diseccion, úlcera penetrante, hematoma intramural, disrupcion traumática); sin incluir cobertura del origen de la arteria subclavia izquierda, endoprótesis inicial más extension(es) de aorta torácica descendente, si se requiere, hasta nivel de origen de arteria celiaca, Supervisión e interpretación radiológica"
"75958","Colocación de prótesis endovascular para Reparación de aorta torácica descendente (p ej; aneurisma, pseudoaneurisma, diseccion, úlcera penetrante, hematoma intramural, o disrupcion traumática), Supervisión e interpretación radiológica"
"75959","Colocación de prótesis de extension distal (s) (diferida) después de la Reparación endovascular de aorta torácica descendente, según sea necesario, a nivel del origen celíaco, Supervisión e interpretación radiológica"
"75964","Angioplastía transluminal de balón, cada arteria periférica adicional, diferene de arteria renal u otra visceral, iliaca o de extremidad inferior, Supervisión einterpretación radiológicas (anotar separadamente además del código para el procedimiento primario)"
